ServerName,DatabaseName,LogicalName,PhysicalFullName,FileType,SizeMB,IsMemoryOptimizedDataOptionEnabled,TimeDataCollected
LEGACYSQL2012,TEAM03_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM3.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM03_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM3.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM03_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM3.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM03_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM3.mdf,Rows,1434.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM03_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM3.ldf,Log,3089.875,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM04_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM4.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM04_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM4.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM04_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM4.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM04_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM4.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM04_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM4.mdf,Rows,1349.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM04_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM4.ldf,Log,3089.875,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM05_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM5.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM05_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM5.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM05_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM5.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM05_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM5.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM05_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM5.mdf,Rows,1597.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM05_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM5.ldf,Log,3398.875,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM06_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM6.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM06_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM6.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM06_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM6.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM06_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM6.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM06_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM6.mdf,Rows,1269.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM06_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM6.ldf,Log,3089.875,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM07_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM7.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM07_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM7.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM07_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM7.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM07_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM7.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM07_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM7.mdf,Rows,1075.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM07_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM7.ldf,Log,3089.875,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM08_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM8.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM08_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM8.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM08_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM8.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM08_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM8.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM08_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM8.mdf,Rows,518.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM08_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM8.ldf,Log,1918.4375,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM09_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM9.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM09_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM9.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM09_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM9.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM09_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM9.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM09_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM9.mdf,Rows,511.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM09_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM9.ldf,Log,1744,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM10_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM10.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM10_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM10.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM10_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM10.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM10_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM10.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM10_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM10.mdf,Rows,515.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM10_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM10.ldf,Log,1918.4375,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM11_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM11.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM11_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM11.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM11_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM11.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM11_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM11.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM11_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM11.mdf,Rows,4.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM11_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM11.ldf,Log,6.125,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM12_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM12.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM12_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM12.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM12_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM12.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM12_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM12.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM12_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM12.mdf,Rows,4.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM12_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM12.ldf,Log,6.125,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM13_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM13.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM13_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM13.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM13_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM13.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM13_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM13.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM13_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM13.mdf,Rows,4.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM13_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM13.ldf,Log,6.125,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM14_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM14.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM14_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM14.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM14_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM14.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM14_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM14.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM14_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM14.mdf,Rows,4.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM14_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM14.ldf,Log,6.125,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM15_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM15.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM15_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM15.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM15_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM15.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM15_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM15.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM15_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM15.mdf,Rows,4.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM15_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM15.ldf,Log,6.125,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM16_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM16.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM16_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM16.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM16_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM16.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM16_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM16.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM16_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM16.mdf,Rows,4.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM16_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM16.ldf,Log,6.125,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM17_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM17.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM17_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM17.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM17_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM17.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM17_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM17.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM17_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM17.mdf,Rows,4.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM17_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM17.ldf,Log,6.125,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM18_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM18.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM18_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM18.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM18_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM18.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM18_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM18.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM18_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM18.mdf,Rows,4.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM18_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM18.ldf,Log,6.125,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM19_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM19.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM19_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM19.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM19_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM19.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM19_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM19.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM19_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM19.mdf,Rows,4.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM19_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM19.ldf,Log,6.125,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM20_LocalMasterDataDB,LocalMasterDataDB_Data,C:\Data\LocalMasterDataDB_TEAM20.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM20_LocalMasterDataDB,LocalMasterDataDB_Log,C:\Data\LocalMasterDataDB_TEAM20.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM20_SharedMasterDataDB,SharedMasterDataDB_Data,C:\Data\SharedMasterDataDB_TEAM20.mdf,Rows,2.25,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM20_SharedMasterDataDB,SharedMasterDataDB_Log,C:\Data\SharedMasterDataDB_TEAM20.ldf,Log,1,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM20_TenantDataDb,TenantDataDb_Data,C:\Data\TenantDataDb_TEAM20.mdf,Rows,4.0625,False,2021-11-15 12:02:10
LEGACYSQL2012,TEAM20_TenantDataDb,TenantDataDb_Log,C:\Data\TenantDataDb_TEAM20.ldf,Log,6.125,False,2021-11-15 12:02:10
